"year","magazine","price","change","length","cpi","cuminf","sales","cumsales","included","id"
67,"Ebony",0.5,0,4,27.4,0.080925092,248814,0.098527387,1,86
68,"Ebony",0.5,1,5,28.45,0.11853024,246664,0.089848845,1,87
69,"Ebony",0.6,1,1,29.74,0.04434478,232825,-0.057739988,1,87
70,"Ebony",0.75,0,1,31.08,0.044071584,234103,0.005474091,1,87
71,"Ebony",0.75,0,2,32.43,0.086590979,246398,0.056661016,1,88
72,"Ebony",0.75,0,3,33.38,0.11546398,255773,0.094003234,1,88
73,"Ebony",0.75,0,4,34.58,0.15078254,270173,0.1487754,1,88
74,"Ebony",0.75,0,5,38.15,0.24903282,269481,0.14621079,1,89
75,"Ebony",0.75,1,6,42.24,0.3508747,256683,0.097554762,1,89
76,"Ebony",1,1,1,44.5,0.05212155,266460,0.037382278,1,89
77,"Ebony",1.25,0,1,47.36,0.062288801,243387,-0.090571369,1,90
78,"Ebony",1.25,0,2,50.6,0.12846239,251526,-0.057677775,1,90
79,"Ebony",1.25,1,3,54.9,0.21002416,225692,-0.1660529,1,90
80,"Ebony",1.5,NA,1,NA,NA,NA,NA,0,NA
48,"Esquire",0.5,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"Esquire",0.5,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"Esquire",0.5,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"Esquire",0.5,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"Esquire",0.5,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"Esquire",0.5,0,6,21.57,0.18594424,267949,0.10132189,1,91
54,"Esquire",0.5,1,7,21.8,0.19655075,254112,0.048300343,1,91
55,"Esquire",0.6,0,1,22.13,0.015024184,252832,-0.0050498782,1,91
56,"Esquire",0.6,0,2,22.92,0.050099922,257368,0.012731853,1,92
57,"Esquire",0.6,0,3,23.71,0.08398693,251761,-0.0092948899,1,92
58,"Esquire",0.6,0,4,24.11,0.10071672,234011,-0.082406992,1,92
59,"Esquire",0.6,0,5,24.37,0.1114429,227322,-0.1114076,1,93
60,"Esquire",0.6,0,6,24.65,0.12286693,225896,-0.1177004,1,93
61,"Esquire",0.6,0,7,24.85,0.13094778,218997,-0.14871708,1,93
62,"Esquire",0.6,0,8,25.08,0.14016075,217299,-0.15650083,1,94
63,"Esquire",0.6,0,9,25.27,0.14770795,225468,-0.11959687,1,94
64,"Esquire",0.6,1,10,25.58,0.15990083,226379,-0.11556453,1,94
65,"Esquire",0.75,0,1,25.94,0.013975383,237203,0.046705729,1,95
66,"Esquire",0.75,0,2,26.54,0.036842233,243599,0.073312845,1,95
67,"Esquire",0.75,1,3,27.4,0.068732217,248814,0.094495044,1,95
68,"Esquire",1,0,1,28.45,0.037605147,246664,-0.0086785427,1,96
69,"Esquire",1,0,2,29.74,0.081949928,232825,-0.066418531,1,96
70,"Esquire",1,0,3,31.08,0.12602151,234103,-0.06094444,1,96
71,"Esquire",1,0,4,32.43,0.16854091,246398,-0.0097575146,1,97
72,"Esquire",1,0,5,33.38,0.1974139,255773,0.027584703,1,97
73,"Esquire",1,0,6,34.58,0.23273247,270173,0.082356865,1,97
74,"Esquire",1,1,7,38.15,0.33098274,269481,0.079792258,1,98
75,"Esquire",1.5,0,1,42.24,0.10184188,256683,-0.048656026,1,98
76,"Esquire",1.5,0,2,44.5,0.15396343,266460,-0.011273748,1,98
77,"Esquire",1.5,0,3,47.36,0.21625223,243387,-0.10184512,1,99
78,"Esquire",1.5,0,4,50.6,0.28242582,251526,-0.068951523,1,99
79,"Esquire",1.5,0,5,54.9,0.36398759,225692,-0.17732665,1,99
80,"Esquire",1.5,NA,6,NA,NA,NA,NA,0,NA
50,"Films in Review",0.35,1,1,19.46,0.007220248,251118,0.031290723,0,NA
51,"Films in Review",0.35,0,2,20.64,0.066090112,257160,0.055066234,0,NA
52,"Films in Review",0.35,0,3,21.15,0.090499077,274473,0.12022067,0,NA
53,"Films in Review",0.35,0,4,21.57,0.11016263,267949,0.096164438,1,100
54,"Films in Review",0.35,0,5,21.8,0.12076914,254112,0.043142889,1,100
55,"Films in Review",0.35,1,6,22.13,0.13579333,252832,0.038093011,1,100
56,"Films in Review",0.4,1,1,22.92,0.035075738,257368,0.017781731,1,101
57,"Films in Review",0.5,0,1,23.71,0.033887008,251761,-0.022026743,1,101
58,"Films in Review",0.5,0,2,24.11,0.0506168,234011,-0.095138845,1,101
59,"Films in Review",0.5,1,3,24.37,0.061342976,227322,-0.12413945,1,102
60,"Films in Review",0.6,0,1,24.65,0.011424033,225896,-0.0062927982,1,102
61,"Films in Review",0.6,0,2,24.85,0.019504885,218997,-0.037309483,1,102
62,"Films in Review",0.6,0,3,25.08,0.028717848,217299,-0.045093229,1,103
63,"Films in Review",0.6,1,4,25.27,0.036265054,225468,-0.0081892726,1,103
64,"Films in Review",0.75,0,1,25.58,0.012192875,226379,0.0040323438,1,103
65,"Films in Review",0.75,0,2,25.94,0.026168257,237203,0.050738073,1,104
66,"Films in Review",0.75,0,3,26.54,0.049035108,243599,0.077345189,1,104
67,"Films in Review",0.75,0,4,27.4,0.080925092,248814,0.098527387,1,104
68,"Films in Review",0.75,1,5,28.45,0.11853024,246664,0.089848845,1,105
69,"Films in Review",0.9,0,1,29.74,0.04434478,232825,-0.057739988,1,105
70,"Films in Review",0.9,0,2,31.08,0.088416365,234103,-0.052265897,1,105
71,"Films in Review",0.9,0,3,32.43,0.13093576,246398,-0.0010789719,1,106
72,"Films in Review",0.9,1,4,33.38,0.15980876,255773,0.036263246,1,106
73,"Films in Review",1,1,1,34.58,0.035318562,270173,0.054772162,1,106
74,"Films in Review",1.25,1,1,38.15,0.098250277,269481,-0.0025646076,1,107
75,"Films in Review",1.5,1,1,42.24,0.10184188,256683,-0.048656026,1,107
76,"Films in Review",1.75,0,1,44.5,0.05212155,266460,0.037382278,1,107
77,"Films in Review",1.75,0,2,47.36,0.11441035,243387,-0.053189091,1,108
78,"Films in Review",1.75,0,3,50.6,0.18058394,251526,-0.020295497,1,108
79,"Films in Review",1.75,0,4,54.9,0.26214571,225692,-0.12867062,1,108
80,"Films in Review",1.75,NA,5,NA,NA,NA,NA,0,NA
50,"Foreign Affairs",1.5,1,1,19.46,0.007220248,251118,0.031290723,0,NA
51,"Foreign Affairs",1.5,0,2,20.64,0.066090112,257160,0.055066234,0,NA
52,"Foreign Affairs",1.5,0,3,21.15,0.090499077,274473,0.12022067,0,NA
53,"Foreign Affairs",1.5,0,4,21.57,0.11016263,267949,0.096164438,1,109
54,"Foreign Affairs",1.5,0,5,21.8,0.12076914,254112,0.043142889,1,109
55,"Foreign Affairs",1.5,0,6,22.13,0.13579333,252832,0.038093011,1,109
56,"Foreign Affairs",1.5,0,7,22.92,0.17086906,257368,0.055874742,1,110
57,"Foreign Affairs",1.5,0,8,23.71,0.20475607,251761,0.033847999,1,110
58,"Foreign Affairs",1.5,0,9,24.11,0.22148586,234011,-0.039264103,1,110
59,"Foreign Affairs",1.5,0,10,24.37,0.23221204,227322,-0.068264711,1,111
60,"Foreign Affairs",1.5,0,11,24.65,0.24363607,225896,-0.074557509,1,111
61,"Foreign Affairs",1.5,0,12,24.85,0.25171692,218997,-0.10557419,1,111
62,"Foreign Affairs",1.5,0,13,25.08,0.26092989,217299,-0.11335794,1,112
63,"Foreign Affairs",1.5,0,14,25.27,0.26847709,225468,-0.076453983,1,112
64,"Foreign Affairs",1.5,0,15,25.58,0.28066997,226379,-0.07242164,1,112
65,"Foreign Affairs",1.5,0,16,25.94,0.29464535,237203,-0.025715911,1,113
66,"Foreign Affairs",1.5,1,17,26.54,0.3175122,243599,0.00089120526,1,113
67,"Foreign Affairs",2,0,1,27.4,0.031889984,248814,0.021182199,1,113
68,"Foreign Affairs",2,0,2,28.45,0.069495132,246664,0.012503656,1,114
69,"Foreign Affairs",2,0,3,29.74,0.11383991,232825,-0.045236332,1,114
70,"Foreign Affairs",2,0,4,31.08,0.1579115,234103,-0.039762241,1,114
71,"Foreign Affairs",2,1,5,32.43,0.20043089,246398,0.011424684,1,115
72,"Foreign Affairs",2.5,0,1,33.38,0.028872998,255773,0.037342218,1,115
73,"Foreign Affairs",2.5,0,2,34.58,0.06419156,270173,0.09211438,1,115
74,"Foreign Affairs",2.5,0,3,38.15,0.16244184,269481,0.089549772,1,116
75,"Foreign Affairs",2.5,1,4,42.24,0.26428372,256683,0.040893746,1,116
76,"Foreign Affairs",3,0,1,44.5,0.05212155,266460,0.037382278,1,116
77,"Foreign Affairs",3,0,2,47.36,0.11441035,243387,-0.053189091,1,117
78,"Foreign Affairs",3,0,3,50.6,0.18058394,251526,-0.020295497,1,117
79,"Foreign Affairs",3,0,4,54.9,0.26214571,225692,-0.12867062,1,117
80,"Foreign Affairs",3,NA,5,NA,NA,NA,NA,0,NA
44,"Good Housekeeping",0.35,1,1,15.04,0.012040279,232439,0,0,NA
45,"Good Housekeeping",0.35,0,2,15.09,0.015359233,232439,0,0,NA
46,"Good Housekeeping",0.35,0,3,16.06,0.077658669,232439,0,0,NA
47,"Good Housekeeping",0.35,0,4,17.91,0.18668618,242130,0.040846947,0,NA
48,"Good Housekeeping",0.35,0,5,19.14,0.25310735,242755,0.043424879,0,NA
49,"Good Housekeeping",0.35,0,6,19.32,0.26246779,243382,0.0460044,0,NA
50,"Good Housekeeping",0.35,0,7,19.46,0.26968804,251118,0.077295123,0,NA
51,"Good Housekeeping",0.35,0,8,20.64,0.3285579,257160,0.10107063,0,NA
52,"Good Housekeeping",0.35,0,9,21.15,0.35296687,274473,0.16622507,0,NA
53,"Good Housekeeping",0.35,0,10,21.57,0.37263042,267949,0.14216884,1,118
54,"Good Housekeeping",0.35,0,11,21.8,0.38323693,254112,0.08914729,1,118
55,"Good Housekeeping",0.35,0,12,22.13,0.39826111,252832,0.084097412,1,118
56,"Good Housekeeping",0.35,0,13,22.92,0.43333685,257368,0.10187914,1,119
57,"Good Housekeeping",0.35,0,14,23.71,0.46722386,251761,0.0798524,1,119
58,"Good Housekeeping",0.35,0,15,24.11,0.48395365,234011,0.0067402978,1,119
59,"Good Housekeeping",0.35,0,16,24.37,0.49467983,227322,-0.02226031,1,120
60,"Good Housekeeping",0.35,0,17,24.65,0.50610386,225896,-0.028553109,1,120
61,"Good Housekeeping",0.35,0,18,24.85,0.51418471,218997,-0.059569794,1,120
62,"Good Housekeeping",0.35,1,19,25.08,0.52339768,217299,-0.06735354,1,121
63,"Good Housekeeping",0.5,0,1,25.27,0.0075472056,225468,0.036903957,1,121
64,"Good Housekeeping",0.5,0,2,25.58,0.01974008,226379,0.040936301,1,121
65,"Good Housekeeping",0.5,0,3,25.94,0.033715463,237203,0.087642029,1,122
66,"Good Housekeeping",0.5,0,4,26.54,0.056582313,243599,0.11424915,1,122
67,"Good Housekeeping",0.5,0,5,27.4,0.088472298,248814,0.13543134,1,122
68,"Good Housekeeping",0.5,0,6,28.45,0.12607744,246664,0.1267528,1,123
69,"Good Housekeeping",0.5,0,7,29.74,0.17042223,232825,0.069012813,1,123
70,"Good Housekeeping",0.5,1,8,31.08,0.21449381,234103,0.074486904,1,123
71,"Good Housekeeping",0.6,0,1,32.43,0.042519395,246398,0.051186925,1,124
72,"Good Housekeeping",0.6,0,2,33.38,0.071392393,255773,0.088529143,1,124
73,"Good Housekeeping",0.6,0,3,34.58,0.10671095,270173,0.14330131,1,124
74,"Good Housekeeping",0.6,1,4,38.15,0.20496123,269481,0.1407367,1,125
75,"Good Housekeeping",0.75,0,1,42.24,0.10184188,256683,-0.048656026,1,125
76,"Good Housekeeping",0.75,1,2,44.5,0.15396343,266460,-0.011273748,1,125
77,"Good Housekeeping",0.95,0,1,47.36,0.062288801,243387,-0.090571369,1,126
78,"Good Housekeeping",0.95,1,2,50.6,0.12846239,251526,-0.057677775,1,126
79,"Good Housekeeping",1.25,0,1,54.9,0.081561772,225692,-0.10837513,1,126
80,"Good Housekeeping",1.25,NA,2,NA,NA,NA,NA,0,NA
41,"Harper's Bazaar",0.5,1,1,13.4,0.060764557,232439,0,0,NA
42,"Harper's Bazaar",0.5,0,2,14.25,0.12226676,232439,0,0,NA
43,"Harper's Bazaar",0.5,0,3,14.86,0.16418289,232439,0,0,NA
44,"Harper's Bazaar",0.5,0,4,15.04,0.17622317,232439,0,0,NA
45,"Harper's Bazaar",0.5,0,5,15.09,0.17954212,232439,0,0,NA
46,"Harper's Bazaar",0.5,0,6,16.06,0.24184156,232439,0,0,NA
47,"Harper's Bazaar",0.5,1,7,17.91,0.35086907,242130,0.040846947,0,NA
48,"Harper's Bazaar",0.6,0,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"Harper's Bazaar",0.6,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"Harper's Bazaar",0.6,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"Harper's Bazaar",0.6,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"Harper's Bazaar",0.6,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"Harper's Bazaar",0.6,0,6,21.57,0.18594424,267949,0.10132189,1,127
54,"Harper's Bazaar",0.6,0,7,21.8,0.19655075,254112,0.048300343,1,127
55,"Harper's Bazaar",0.6,0,8,22.13,0.21157494,252832,0.043250465,1,127
56,"Harper's Bazaar",0.6,0,9,22.92,0.24665068,257368,0.061032195,1,128
57,"Harper's Bazaar",0.6,0,10,23.71,0.28053768,251761,0.039005453,1,128
58,"Harper's Bazaar",0.6,0,11,24.11,0.29726748,234011,-0.034106649,1,128
59,"Harper's Bazaar",0.6,0,12,24.37,0.30799365,227322,-0.063107257,1,129
60,"Harper's Bazaar",0.6,0,13,24.65,0.31941768,225896,-0.069400056,1,129
61,"Harper's Bazaar",0.6,0,14,24.85,0.32749854,218997,-0.10041674,1,129
62,"Harper's Bazaar",0.6,0,15,25.08,0.3367115,217299,-0.10820049,1,130
63,"Harper's Bazaar",0.6,1,16,25.27,0.34425871,225468,-0.07129653,1,130
64,"Harper's Bazaar",0.75,0,1,25.58,0.012192875,226379,0.0040323438,1,130
65,"Harper's Bazaar",0.75,0,2,25.94,0.026168257,237203,0.050738073,1,131
66,"Harper's Bazaar",0.75,0,3,26.54,0.049035108,243599,0.077345189,1,131
67,"Harper's Bazaar",0.75,0,4,27.4,0.080925092,248814,0.098527387,1,131
68,"Harper's Bazaar",0.75,0,5,28.45,0.11853024,246664,0.089848845,1,132
69,"Harper's Bazaar",0.75,0,6,29.74,0.16287502,232825,0.032108856,1,132
70,"Harper's Bazaar",0.75,0,7,31.08,0.2069466,234103,0.037582947,1,132
71,"Harper's Bazaar",0.75,0,8,32.43,0.249466,246398,0.088769873,1,133
72,"Harper's Bazaar",0.75,0,9,33.38,0.278339,255773,0.12611209,1,133
73,"Harper's Bazaar",0.75,1,10,34.58,0.31365756,270173,0.18088425,1,133
74,"Harper's Bazaar",1,0,1,38.15,0.098250277,269481,-0.0025646076,1,134
75,"Harper's Bazaar",1,1,2,42.24,0.20009216,256683,-0.051220634,1,134
76,"Harper's Bazaar",1.25,0,1,44.5,0.05212155,266460,0.037382278,1,134
77,"Harper's Bazaar",1.25,0,2,47.36,0.11441035,243387,-0.053189091,1,135
78,"Harper's Bazaar",1.25,0,3,50.6,0.18058394,251526,-0.020295497,1,135
79,"Harper's Bazaar",1.25,0,4,54.9,0.26214571,225692,-0.12867062,1,135
80,"Harper's Bazaar",1.25,NA,5,NA,NA,NA,NA,0,NA
48,"Harper's Magazine",0.5,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"Harper's Magazine",0.5,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"Harper's Magazine",0.5,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"Harper's Magazine",0.5,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"Harper's Magazine",0.5,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"Harper's Magazine",0.5,0,6,21.57,0.18594424,267949,0.10132189,1,136
54,"Harper's Magazine",0.5,0,7,21.8,0.19655075,254112,0.048300343,1,136
55,"Harper's Magazine",0.5,0,8,22.13,0.21157494,252832,0.043250465,1,136
56,"Harper's Magazine",0.5,0,9,22.92,0.24665068,257368,0.061032195,1,137
57,"Harper's Magazine",0.5,1,10,23.71,0.28053768,251761,0.039005453,1,137
58,"Harper's Magazine",0.6,0,1,24.11,0.016729792,234011,-0.073112102,1,137
59,"Harper's Magazine",0.6,0,2,24.37,0.027455968,227322,-0.10211271,1,138
60,"Harper's Magazine",0.6,0,3,24.65,0.03888,225896,-0.10840551,1,138
61,"Harper's Magazine",0.6,0,4,24.85,0.046960852,218997,-0.13942219,1,138
62,"Harper's Magazine",0.6,0,5,25.08,0.056173816,217299,-0.14720594,1,139
63,"Harper's Magazine",0.6,0,6,25.27,0.063721021,225468,-0.11030198,1,139
64,"Harper's Magazine",0.6,1,7,25.58,0.075913896,226379,-0.10626964,1,139
65,"Harper's Magazine",0.75,0,1,25.94,0.013975383,237203,0.046705729,1,140
66,"Harper's Magazine",0.75,0,2,26.54,0.036842233,243599,0.073312845,1,140
67,"Harper's Magazine",0.75,0,3,27.4,0.068732217,248814,0.094495044,1,140
68,"Harper's Magazine",0.75,0,4,28.45,0.10633736,246664,0.085816501,1,141
69,"Harper's Magazine",0.75,0,5,29.74,0.15068214,232825,0.028076513,1,141
70,"Harper's Magazine",0.75,1,6,31.08,0.19475373,234103,0.033550604,1,141
71,"Harper's Magazine",1,0,1,32.43,0.042519395,246398,0.051186925,1,142
72,"Harper's Magazine",1,0,2,33.38,0.071392393,255773,0.088529143,1,142
73,"Harper's Magazine",1,0,3,34.58,0.10671095,270173,0.14330131,1,142
74,"Harper's Magazine",1,0,4,38.15,0.20496123,269481,0.1407367,1,143
75,"Harper's Magazine",1,0,5,42.24,0.30680311,256683,0.092080671,1,143
76,"Harper's Magazine",1,0,6,44.5,0.35892466,266460,0.12946295,1,143
77,"Harper's Magazine",1,1,7,47.36,0.42121347,243387,0.03889158,1,144
78,"Harper's Magazine",1.25,1,1,50.6,0.066173586,251526,0.032893595,1,144
79,"Harper's Magazine",1.5,0,1,54.9,0.081561772,225692,-0.10837513,1,144
80,"Harper's Magazine",1.5,NA,2,NA,NA,NA,NA,0,NA
50,"High Fidelity",0.5,1,1,19.46,0.007220248,251118,0.031290723,0,NA
51,"High Fidelity",0.5,0,2,20.64,0.066090112,257160,0.055066234,0,NA
52,"High Fidelity",0.5,0,3,21.15,0.090499077,274473,0.12022067,0,NA
53,"High Fidelity",0.5,0,4,21.57,0.11016263,267949,0.096164438,1,145
54,"High Fidelity",0.5,0,5,21.8,0.12076914,254112,0.043142889,1,145
55,"High Fidelity",0.5,1,6,22.13,0.13579333,252832,0.038093011,1,145
56,"High Fidelity",0.6,0,1,22.92,0.035075738,257368,0.017781731,1,146
57,"High Fidelity",0.6,0,2,23.71,0.068962746,251761,-0.0042450118,1,146
58,"High Fidelity",0.6,0,3,24.11,0.085692538,234011,-0.077357114,1,146
59,"High Fidelity",0.6,0,4,24.37,0.096418714,227322,-0.10635772,1,147
60,"High Fidelity",0.6,0,5,24.65,0.10784275,225896,-0.11265052,1,147
61,"High Fidelity",0.6,0,6,24.85,0.1159236,218997,-0.14366721,1,147
62,"High Fidelity",0.6,0,7,25.08,0.12513656,217299,-0.15145095,1,148
63,"High Fidelity",0.6,0,8,25.27,0.13268377,225468,-0.11454699,1,148
64,"High Fidelity",0.6,0,9,25.58,0.14487664,226379,-0.11051465,1,148
65,"High Fidelity",0.6,1,10,25.94,0.15885202,237203,-0.063808922,1,149
66,"High Fidelity",0.75,0,1,26.54,0.02286685,243599,0.026607116,1,149
67,"High Fidelity",0.75,0,2,27.4,0.054756835,248814,0.047789315,1,149
68,"High Fidelity",0.75,1,3,28.45,0.092361982,246664,0.039110772,1,150
69,"High Fidelity",1.25,0,1,29.74,0.04434478,232825,-0.057739988,1,150
70,"High Fidelity",1.25,0,2,31.08,0.088416365,234103,-0.052265897,1,150
71,"High Fidelity",1.25,0,3,32.43,0.13093576,246398,-0.0010789719,1,151
72,"High Fidelity",1.25,0,4,33.38,0.15980876,255773,0.036263246,1,151
73,"High Fidelity",1.25,0,5,34.58,0.19512732,270173,0.091035408,1,151
74,"High Fidelity",1.25,1,6,38.15,0.2933776,269481,0.0884708,1,152
75,"High Fidelity",1.5,0,1,42.24,0.10184188,256683,-0.048656026,1,152
76,"High Fidelity",1.5,0,2,44.5,0.15396343,266460,-0.011273748,1,152
77,"High Fidelity",1.5,1,3,47.36,0.21625223,243387,-0.10184512,1,153
78,"High Fidelity",1.95,0,1,50.6,0.066173586,251526,0.032893595,1,153
79,"High Fidelity",1.95,0,2,54.9,0.14773536,225692,-0.075481531,1,153
80,"High Fidelity",1.95,NA,3,NA,NA,NA,NA,0,NA
48,"House and Garden",0.5,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"House and Garden",0.5,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"House and Garden",0.5,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"House and Garden",0.5,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"House and Garden",0.5,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"House and Garden",0.5,0,6,21.57,0.18594424,267949,0.10132189,1,154
54,"House and Garden",0.5,0,7,21.8,0.19655075,254112,0.048300343,1,154
55,"House and Garden",0.5,0,8,22.13,0.21157494,252832,0.043250465,1,154
56,"House and Garden",0.5,0,9,22.92,0.24665068,257368,0.061032195,1,155
57,"House and Garden",0.5,0,10,23.71,0.28053768,251761,0.039005453,1,155
58,"House and Garden",0.5,0,11,24.11,0.29726748,234011,-0.034106649,1,155
59,"House and Garden",0.5,0,12,24.37,0.30799365,227322,-0.063107257,1,156
60,"House and Garden",0.5,0,13,24.65,0.31941768,225896,-0.069400056,1,156
61,"House and Garden",0.5,0,14,24.85,0.32749854,218997,-0.10041674,1,156
62,"House and Garden",0.5,0,15,25.08,0.3367115,217299,-0.10820049,1,157
63,"House and Garden",0.5,1,16,25.27,0.34425871,225468,-0.07129653,1,157
64,"House and Garden",0.6,0,1,25.58,0.012192875,226379,0.0040323438,1,157
65,"House and Garden",0.6,0,2,25.94,0.026168257,237203,0.050738073,1,158
66,"House and Garden",0.6,0,3,26.54,0.049035108,243599,0.077345189,1,158
67,"House and Garden",0.6,1,4,27.4,0.080925092,248814,0.098527387,1,158
68,"House and Garden",0.75,0,1,28.45,0.037605147,246664,-0.0086785427,1,159
69,"House and Garden",0.75,0,2,29.74,0.081949928,232825,-0.066418531,1,159
70,"House and Garden",0.75,0,3,31.08,0.12602151,234103,-0.06094444,1,159
71,"House and Garden",0.75,0,4,32.43,0.16854091,246398,-0.0097575146,1,160
72,"House and Garden",0.75,0,5,33.38,0.1974139,255773,0.027584703,1,160
73,"House and Garden",0.75,0,6,34.58,0.23273247,270173,0.082356865,1,160
74,"House and Garden",0.75,1,7,38.15,0.33098274,269481,0.079792258,1,161
75,"House and Garden",1,0,1,42.24,0.10184188,256683,-0.048656026,1,161
76,"House and Garden",1,0,2,44.5,0.15396343,266460,-0.011273748,1,161
77,"House and Garden",1,0,3,47.36,0.21625223,243387,-0.10184512,1,162
78,"House and Garden",1,1,4,50.6,0.28242582,251526,-0.068951523,1,162
79,"House and Garden",1.25,0,1,54.9,0.081561772,225692,-0.10837513,1,162
80,"House and Garden",1.25,NA,2,NA,NA,NA,NA,0,NA
48,"House Beautiful",0.5,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"House Beautiful",0.5,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"House Beautiful",0.5,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"House Beautiful",0.5,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"House Beautiful",0.5,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"House Beautiful",0.5,0,6,21.57,0.18594424,267949,0.10132189,1,163
54,"House Beautiful",0.5,0,7,21.8,0.19655075,254112,0.048300343,1,163
55,"House Beautiful",0.5,0,8,22.13,0.21157494,252832,0.043250465,1,163
56,"House Beautiful",0.5,0,9,22.92,0.24665068,257368,0.061032195,1,164
57,"House Beautiful",0.5,0,10,23.71,0.28053768,251761,0.039005453,1,164
58,"House Beautiful",0.5,0,11,24.11,0.29726748,234011,-0.034106649,1,164
59,"House Beautiful",0.5,0,12,24.37,0.30799365,227322,-0.063107257,1,165
60,"House Beautiful",0.5,1,13,24.65,0.31941768,225896,-0.069400056,1,165
61,"House Beautiful",0.6,0,1,24.85,0.0080808521,218997,-0.031016685,1,165
62,"House Beautiful",0.6,0,2,25.08,0.017293815,217299,-0.038800431,1,166
63,"House Beautiful",0.6,0,3,25.27,0.024841021,225468,-0.0018964744,1,166
64,"House Beautiful",0.6,0,4,25.58,0.037033896,226379,0.0021358695,1,166
65,"House Beautiful",0.6,0,5,25.94,0.051009278,237203,0.048841598,1,167
66,"House Beautiful",0.6,0,6,26.54,0.073876128,243599,0.075448714,1,167
67,"House Beautiful",0.6,1,7,27.4,0.10576611,248814,0.096630913,1,167
68,"House Beautiful",0.75,0,1,28.45,0.037605147,246664,-0.0086785427,1,168
69,"House Beautiful",0.75,0,2,29.74,0.081949928,232825,-0.066418531,1,168
70,"House Beautiful",0.75,0,3,31.08,0.12602151,234103,-0.06094444,1,168
71,"House Beautiful",0.75,0,4,32.43,0.16854091,246398,-0.0097575146,1,169
72,"House Beautiful",0.75,0,5,33.38,0.1974139,255773,0.027584703,1,169
73,"House Beautiful",0.75,0,6,34.58,0.23273247,270173,0.082356865,1,169
