"year","magazine","price","change","length","cpi","cuminf","sales","cumsales","included","id"
74,"House Beautiful",0.75,1,7,38.15,0.33098274,269481,0.079792258,1,170
75,"House Beautiful",1,0,1,42.24,0.10184188,256683,-0.048656026,1,170
76,"House Beautiful",1,0,2,44.5,0.15396343,266460,-0.011273748,1,170
77,"House Beautiful",1,0,3,47.36,0.21625223,243387,-0.10184512,1,171
78,"House Beautiful",1,0,4,50.6,0.28242582,251526,-0.068951523,1,171
79,"House Beautiful",1,1,5,54.9,0.36398759,225692,-0.17732665,1,171
80,"House Beautiful",1.25,NA,1,NA,NA,NA,NA,0,NA
47,"Interiors",0.5,1,1,17.91,0.10902751,242130,0.040846947,0,NA
48,"Interiors",0.5,0,2,19.14,0.17544868,242755,0.043424879,0,NA
49,"Interiors",0.5,0,3,19.32,0.18480912,243382,0.0460044,0,NA
50,"Interiors",0.5,1,4,19.46,0.19202937,251118,0.077295123,0,NA
51,"Interiors",0.75,0,1,20.64,0.058869864,257160,0.023775511,0,NA
52,"Interiors",0.75,1,2,21.15,0.083278829,274473,0.088929947,0,NA
53,"Interiors",1,0,1,21.57,0.019663555,267949,-0.024056232,1,172
54,"Interiors",1,0,2,21.8,0.030270064,254112,-0.077077781,1,172
55,"Interiors",1,0,3,22.13,0.045294249,252832,-0.082127659,1,172
56,"Interiors",1,0,4,22.92,0.080369986,257368,-0.064345928,1,173
57,"Interiors",1,0,5,23.71,0.11425699,251761,-0.086372671,1,173
58,"Interiors",1,0,6,24.11,0.13098679,234011,-0.15948477,1,173
59,"Interiors",1,0,7,24.37,0.14171296,227322,-0.18848538,1,174
60,"Interiors",1,0,8,24.65,0.15313699,225896,-0.19477818,1,174
61,"Interiors",1,0,9,24.85,0.16121785,218997,-0.22579486,1,174
62,"Interiors",1,0,10,25.08,0.17043081,217299,-0.23357861,1,175
63,"Interiors",1,0,11,25.27,0.17797802,225468,-0.19667465,1,175
64,"Interiors",1,0,12,25.58,0.19017089,226379,-0.19264231,1,175
65,"Interiors",1,0,13,25.94,0.20414627,237203,-0.14593658,1,176
66,"Interiors",1,0,14,26.54,0.22701312,243599,-0.11932946,1,176
67,"Interiors",1,0,15,27.4,0.25890311,248814,-0.098147266,1,176
68,"Interiors",1,0,16,28.45,0.29650826,246664,-0.10682581,1,177
69,"Interiors",1,1,17,29.74,0.34085304,232825,-0.1645658,1,177
70,"Interiors",1.5,0,1,31.08,0.044071584,234103,0.005474091,1,177
71,"Interiors",1.5,0,2,32.43,0.086590979,246398,0.056661016,1,178
72,"Interiors",1.5,1,3,33.38,0.11546398,255773,0.094003234,1,178
73,"Interiors",2,0,1,34.58,0.035318562,270173,0.054772162,1,178
74,"Interiors",2,0,2,38.15,0.13356884,269481,0.052207555,1,179
75,"Interiors",2,0,3,42.24,0.23541072,256683,0.0035515282,1,179
76,"Interiors",2,0,4,44.5,0.28753227,266460,0.040933806,1,179
77,"Interiors",2,1,5,47.36,0.34982107,243387,-0.049637563,1,180
78,"Interiors",3,0,1,50.6,0.066173586,251526,0.032893595,1,180
79,"Interiors",3,0,2,54.9,0.14773536,225692,-0.075481531,1,180
80,"Interiors",3,NA,3,NA,NA,NA,NA,0,NA
50,"Modern Photography",0.35,1,1,19.46,0.007220248,251118,0.031290723,0,NA
51,"Modern Photography",0.35,0,2,20.64,0.066090112,257160,0.055066234,0,NA
52,"Modern Photography",0.35,0,3,21.15,0.090499077,274473,0.12022067,0,NA
53,"Modern Photography",0.35,0,4,21.57,0.11016263,267949,0.096164438,1,181
54,"Modern Photography",0.35,0,5,21.8,0.12076914,254112,0.043142889,1,181
55,"Modern Photography",0.35,0,6,22.13,0.13579333,252832,0.038093011,1,181
56,"Modern Photography",0.35,0,7,22.92,0.17086906,257368,0.055874742,1,182
57,"Modern Photography",0.35,0,8,23.71,0.20475607,251761,0.033847999,1,182
58,"Modern Photography",0.35,1,9,24.11,0.22148586,234011,-0.039264103,1,182
59,"Modern Photography",0.4,0,1,24.37,0.010726175,227322,-0.029000608,1,183
60,"Modern Photography",0.4,0,2,24.65,0.022150208,225896,-0.035293406,1,183
61,"Modern Photography",0.4,1,3,24.85,0.03023106,218997,-0.066310092,1,183
62,"Modern Photography",0.5,0,1,25.08,0.0092129632,217299,-0.0077837458,1,184
63,"Modern Photography",0.5,0,2,25.27,0.016760169,225468,0.029120211,1,184
64,"Modern Photography",0.5,0,3,25.58,0.028953044,226379,0.033152555,1,184
65,"Modern Photography",0.5,0,4,25.94,0.042928426,237203,0.079858284,1,185
66,"Modern Photography",0.5,1,5,26.54,0.065795276,243599,0.1064654,1,185
67,"Modern Photography",0.6,0,1,27.4,0.031889984,248814,0.021182199,1,185
68,"Modern Photography",0.6,1,2,28.45,0.069495132,246664,0.012503656,1,186
69,"Modern Photography",0.75,0,1,29.74,0.04434478,232825,-0.057739988,1,186
70,"Modern Photography",0.75,0,2,31.08,0.088416365,234103,-0.052265897,1,186
71,"Modern Photography",0.75,0,3,32.43,0.13093576,246398,-0.0010789719,1,187
72,"Modern Photography",0.75,0,4,33.38,0.15980876,255773,0.036263246,1,187
73,"Modern Photography",0.75,1,5,34.58,0.19512732,270173,0.091035408,1,187
74,"Modern Photography",1,0,1,38.15,0.098250277,269481,-0.0025646076,1,188
75,"Modern Photography",1,0,2,42.24,0.20009216,256683,-0.051220634,1,188
76,"Modern Photography",1,1,3,44.5,0.25221371,266460,-0.013838356,1,188
77,"Modern Photography",1.25,0,1,47.36,0.062288801,243387,-0.090571369,1,189
78,"Modern Photography",1.25,1,2,50.6,0.12846239,251526,-0.057677775,1,189
79,"Modern Photography",1.5,1,1,54.9,0.081561772,225692,-0.10837513,1,189
80,"Modern Photography",1.75,NA,1,NA,NA,NA,NA,0,NA
49,"Motor Trend",0.25,1,1,19.32,0.0093604428,243382,0.0025795212,0,NA
50,"Motor Trend",0.25,0,2,19.46,0.016580691,251118,0.033870244,0,NA
51,"Motor Trend",0.25,0,3,20.64,0.075450555,257160,0.057645755,0,NA
52,"Motor Trend",0.25,0,4,21.15,0.099859519,274473,0.12280019,0,NA
53,"Motor Trend",0.25,0,5,21.57,0.11952307,267949,0.09874396,1,190
54,"Motor Trend",0.25,0,6,21.8,0.13012958,254112,0.04572241,1,190
55,"Motor Trend",0.25,0,7,22.13,0.14515377,252832,0.040672532,1,190
56,"Motor Trend",0.25,0,8,22.92,0.18022951,257368,0.058454263,1,191
57,"Motor Trend",0.25,1,9,23.71,0.21411651,251761,0.036427521,1,191
58,"Motor Trend",0.35,0,1,24.11,0.016729792,234011,-0.073112102,1,191
59,"Motor Trend",0.35,0,2,24.37,0.027455968,227322,-0.10211271,1,192
60,"Motor Trend",0.35,0,3,24.65,0.03888,225896,-0.10840551,1,192
61,"Motor Trend",0.35,0,4,24.85,0.046960852,218997,-0.13942219,1,192
62,"Motor Trend",0.35,1,5,25.08,0.056173816,217299,-0.14720594,1,193
63,"Motor Trend",0.5,0,1,25.27,0.0075472056,225468,0.036903957,1,193
64,"Motor Trend",0.5,0,2,25.58,0.01974008,226379,0.040936301,1,193
65,"Motor Trend",0.5,0,3,25.94,0.033715463,237203,0.087642029,1,194
66,"Motor Trend",0.5,0,4,26.54,0.056582313,243599,0.11424915,1,194
67,"Motor Trend",0.5,0,5,27.4,0.088472298,248814,0.13543134,1,194
68,"Motor Trend",0.5,0,6,28.45,0.12607744,246664,0.1267528,1,195
69,"Motor Trend",0.5,0,7,29.74,0.17042223,232825,0.069012813,1,195
70,"Motor Trend",0.5,0,8,31.08,0.21449381,234103,0.074486904,1,195
71,"Motor Trend",0.5,1,9,32.43,0.2570132,246398,0.12567383,1,196
72,"Motor Trend",0.75,0,1,33.38,0.028872998,255773,0.037342218,1,196
73,"Motor Trend",0.75,0,2,34.58,0.06419156,270173,0.09211438,1,196
74,"Motor Trend",0.75,1,3,38.15,0.16244184,269481,0.089549772,1,197
75,"Motor Trend",1,0,1,42.24,0.10184188,256683,-0.048656026,1,197
76,"Motor Trend",1,0,2,44.5,0.15396343,266460,-0.011273748,1,197
77,"Motor Trend",1,1,3,47.36,0.21625223,243387,-0.10184512,1,198
78,"Motor Trend",1.25,0,1,50.6,0.066173586,251526,0.032893595,1,198
79,"Motor Trend",1.25,1,2,54.9,0.14773536,225692,-0.075481531,1,198
80,"Motor Trend",1.5,NA,1,NA,NA,NA,NA,0,NA
49,"Nation",0.2,1,1,19.32,0.0093604428,243382,0.0025795212,0,NA
50,"Nation",0.2,0,2,19.46,0.016580691,251118,0.033870244,0,NA
51,"Nation",0.2,0,3,20.64,0.075450555,257160,0.057645755,0,NA
52,"Nation",0.2,0,4,21.15,0.099859519,274473,0.12280019,0,NA
53,"Nation",0.2,0,5,21.57,0.11952307,267949,0.09874396,1,199
54,"Nation",0.2,0,6,21.8,0.13012958,254112,0.04572241,1,199
55,"Nation",0.2,0,7,22.13,0.14515377,252832,0.040672532,1,199
56,"Nation",0.2,1,8,22.92,0.18022951,257368,0.058454263,1,200
57,"Nation",0.25,0,1,23.71,0.033887008,251761,-0.022026743,1,200
58,"Nation",0.25,0,2,24.11,0.0506168,234011,-0.095138845,1,200
59,"Nation",0.25,0,3,24.37,0.061342976,227322,-0.12413945,1,201
60,"Nation",0.25,0,4,24.65,0.072767009,225896,-0.13043225,1,201
61,"Nation",0.25,0,5,24.85,0.080847861,218997,-0.16144894,1,201
62,"Nation",0.25,0,6,25.08,0.090060824,217299,-0.16923268,1,202
63,"Nation",0.25,1,7,25.27,0.09760803,225468,-0.13232873,1,202
64,"Nation",0.35,0,1,25.58,0.012192875,226379,0.0040323438,1,202
65,"Nation",0.35,0,2,25.94,0.026168257,237203,0.050738073,1,203
66,"Nation",0.35,0,3,26.54,0.049035108,243599,0.077345189,1,203
67,"Nation",0.35,0,4,27.4,0.080925092,248814,0.098527387,1,203
68,"Nation",0.35,0,5,28.45,0.11853024,246664,0.089848845,1,204
69,"Nation",0.35,0,6,29.74,0.16287502,232825,0.032108856,1,204
70,"Nation",0.35,0,7,31.08,0.2069466,234103,0.037582947,1,204
71,"Nation",0.35,1,8,32.43,0.249466,246398,0.088769873,1,205
72,"Nation",0.5,0,1,33.38,0.028872998,255773,0.037342218,1,205
73,"Nation",0.5,0,2,34.58,0.06419156,270173,0.09211438,1,205
74,"Nation",0.5,0,3,38.15,0.16244184,269481,0.089549772,1,206
75,"Nation",0.5,0,4,42.24,0.26428372,256683,0.040893746,1,206
76,"Nation",0.5,1,5,44.5,0.31640527,266460,0.078276024,1,206
77,"Nation",0.6,0,1,47.36,0.062288801,243387,-0.090571369,1,207
78,"Nation",0.6,1,2,50.6,0.12846239,251526,-0.057677775,1,207
79,"Nation",1,0,1,54.9,0.081561772,225692,-0.10837513,1,207
80,"Nation",1,NA,2,NA,NA,NA,NA,0,NA
50,"The New Leader",0.15,1,1,19.46,0.007220248,251118,0.031290723,0,NA
51,"The New Leader",0.15,0,2,20.64,0.066090112,257160,0.055066234,0,NA
52,"The New Leader",0.15,0,3,21.15,0.090499077,274473,0.12022067,0,NA
53,"The New Leader",0.15,0,4,21.57,0.11016263,267949,0.096164438,1,208
54,"The New Leader",0.15,0,5,21.8,0.12076914,254112,0.043142889,1,208
55,"The New Leader",0.15,0,6,22.13,0.13579333,252832,0.038093011,1,208
56,"The New Leader",0.15,1,7,22.92,0.17086906,257368,0.055874742,1,209
57,"The New Leader",0.2,1,1,23.71,0.033887008,251761,-0.022026743,1,209
58,"The New Leader",0.25,0,1,24.11,0.016729792,234011,-0.073112102,1,209
59,"The New Leader",0.25,0,2,24.37,0.027455968,227322,-0.10211271,1,210
60,"The New Leader",0.25,0,3,24.65,0.03888,225896,-0.10840551,1,210
61,"The New Leader",0.25,1,4,24.85,0.046960852,218997,-0.13942219,1,210
62,"The New Leader",0.35,0,1,25.08,0.0092129632,217299,-0.0077837458,1,211
63,"The New Leader",0.35,0,2,25.27,0.016760169,225468,0.029120211,1,211
64,"The New Leader",0.35,0,3,25.58,0.028953044,226379,0.033152555,1,211
65,"The New Leader",0.35,0,4,25.94,0.042928426,237203,0.079858284,1,212
66,"The New Leader",0.35,1,5,26.54,0.065795276,243599,0.1064654,1,212
67,"The New Leader",0.4,0,1,27.4,0.031889984,248814,0.021182199,1,212
68,"The New Leader",0.4,0,2,28.45,0.069495132,246664,0.012503656,1,213
69,"The New Leader",0.4,1,3,29.74,0.11383991,232825,-0.045236332,1,213
70,"The New Leader",0.5,0,1,31.08,0.044071584,234103,0.005474091,1,213
71,"The New Leader",0.5,0,2,32.43,0.086590979,246398,0.056661016,1,214
72,"The New Leader",0.5,0,3,33.38,0.11546398,255773,0.094003234,1,214
73,"The New Leader",0.5,0,4,34.58,0.15078254,270173,0.1487754,1,214
74,"The New Leader",0.5,0,5,38.15,0.24903282,269481,0.14621079,1,215
75,"The New Leader",0.5,0,6,42.24,0.3508747,256683,0.097554762,1,215
76,"The New Leader",0.5,1,7,44.5,0.40299625,266460,0.13493704,1,215
77,"The New Leader",0.75,0,1,47.36,0.062288801,243387,-0.090571369,1,216
78,"The New Leader",0.75,0,2,50.6,0.12846239,251526,-0.057677775,1,216
79,"The New Leader",0.75,1,3,54.9,0.21002416,225692,-0.1660529,1,216
80,"The New Leader",1,NA,1,NA,NA,NA,NA,0,NA
50,"The New Republic",0.2,1,1,19.46,0.007220248,251118,0.031290723,0,NA
51,"The New Republic",0.2,0,2,20.64,0.066090112,257160,0.055066234,0,NA
52,"The New Republic",0.2,0,3,21.15,0.090499077,274473,0.12022067,0,NA
53,"The New Republic",0.2,0,4,21.57,0.11016263,267949,0.096164438,1,217
54,"The New Republic",0.2,0,5,21.8,0.12076914,254112,0.043142889,1,217
55,"The New Republic",0.2,0,6,22.13,0.13579333,252832,0.038093011,1,217
56,"The New Republic",0.2,0,7,22.92,0.17086906,257368,0.055874742,1,218
57,"The New Republic",0.2,1,8,23.71,0.20475607,251761,0.033847999,1,218
58,"The New Republic",0.25,0,1,24.11,0.016729792,234011,-0.073112102,1,218
59,"The New Republic",0.25,0,2,24.37,0.027455968,227322,-0.10211271,1,219
60,"The New Republic",0.25,0,3,24.65,0.03888,225896,-0.10840551,1,219
61,"The New Republic",0.25,0,4,24.85,0.046960852,218997,-0.13942219,1,219
62,"The New Republic",0.25,1,5,25.08,0.056173816,217299,-0.14720594,1,220
63,"The New Republic",0.35,0,1,25.27,0.0075472056,225468,0.036903957,1,220
64,"The New Republic",0.35,0,2,25.58,0.01974008,226379,0.040936301,1,220
65,"The New Republic",0.35,0,3,25.94,0.033715463,237203,0.087642029,1,221
66,"The New Republic",0.35,0,4,26.54,0.056582313,243599,0.11424915,1,221
67,"The New Republic",0.35,1,5,27.4,0.088472298,248814,0.13543134,1,221
68,"The New Republic",0.4,0,1,28.45,0.037605147,246664,-0.0086785427,1,222
69,"The New Republic",0.4,1,2,29.74,0.081949928,232825,-0.066418531,1,222
70,"The New Republic",0.5,0,1,31.08,0.044071584,234103,0.005474091,1,222
71,"The New Republic",0.5,0,2,32.43,0.086590979,246398,0.056661016,1,223
72,"The New Republic",0.5,0,3,33.38,0.11546398,255773,0.094003234,1,223
73,"The New Republic",0.5,0,4,34.58,0.15078254,270173,0.1487754,1,223
74,"The New Republic",0.5,0,5,38.15,0.24903282,269481,0.14621079,1,224
75,"The New Republic",0.5,1,6,42.24,0.3508747,256683,0.097554762,1,224
76,"The New Republic",0.6,1,1,44.5,0.05212155,266460,0.037382278,1,224
77,"The New Republic",0.75,1,1,47.36,0.062288801,243387,-0.090571369,1,225
78,"The New Republic",1,0,1,50.6,0.066173586,251526,0.032893595,1,225
79,"The New Republic",1,0,2,54.9,0.14773536,225692,-0.075481531,1,225
80,"The New Republic",1,NA,3,NA,NA,NA,NA,0,NA
48,"New Yorker",0.2,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"New Yorker",0.2,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"New Yorker",0.2,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"New Yorker",0.2,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"New Yorker",0.2,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"New Yorker",0.2,0,6,21.57,0.18594424,267949,0.10132189,1,226
54,"New Yorker",0.2,0,7,21.8,0.19655075,254112,0.048300343,1,226
55,"New Yorker",0.2,0,8,22.13,0.21157494,252832,0.043250465,1,226
56,"New Yorker",0.2,0,9,22.92,0.24665068,257368,0.061032195,1,227
57,"New Yorker",0.2,1,10,23.71,0.28053768,251761,0.039005453,1,227
58,"New Yorker",0.25,0,1,24.11,0.016729792,234011,-0.073112102,1,227
59,"New Yorker",0.25,0,2,24.37,0.027455968,227322,-0.10211271,1,228
60,"New Yorker",0.25,0,3,24.65,0.03888,225896,-0.10840551,1,228
61,"New Yorker",0.25,0,4,24.85,0.046960852,218997,-0.13942219,1,228
62,"New Yorker",0.25,0,5,25.08,0.056173816,217299,-0.14720594,1,229
63,"New Yorker",0.25,0,6,25.27,0.063721021,225468,-0.11030198,1,229
64,"New Yorker",0.25,0,7,25.58,0.075913896,226379,-0.10626964,1,229
65,"New Yorker",0.25,1,8,25.94,0.089889279,237203,-0.05956391,1,230
66,"New Yorker",0.35,0,1,26.54,0.02286685,243599,0.026607116,1,230
67,"New Yorker",0.35,0,2,27.4,0.054756835,248814,0.047789315,1,230
68,"New Yorker",0.35,1,3,28.45,0.092361982,246664,0.039110772,1,231
69,"New Yorker",0.5,0,1,29.74,0.04434478,232825,-0.057739988,1,231
70,"New Yorker",0.5,0,2,31.08,0.088416365,234103,-0.052265897,1,231
71,"New Yorker",0.5,0,3,32.43,0.13093576,246398,-0.0010789719,1,232
72,"New Yorker",0.5,0,4,33.38,0.15980876,255773,0.036263246,1,232
73,"New Yorker",0.5,0,5,34.58,0.19512732,270173,0.091035408,1,232
74,"New Yorker",0.5,0,6,38.15,0.2933776,269481,0.0884708,1,233
75,"New Yorker",0.5,1,7,42.24,0.39521948,256683,0.039814774,1,233
76,"New Yorker",0.75,0,1,44.5,0.05212155,266460,0.037382278,1,233
77,"New Yorker",0.75,1,2,47.36,0.11441035,243387,-0.053189091,1,234
78,"New Yorker",1,0,1,50.6,0.066173586,251526,0.032893595,1,234
79,"New Yorker",1,0,2,54.9,0.14773536,225692,-0.075481531,1,234
80,"New Yorker",1,NA,3,NA,NA,NA,NA,0,NA
48,"Newsweek",0.2,1,1,19.14,0.06642117,242755,0.0025779323,0,NA
49,"Newsweek",0.2,0,2,19.32,0.075781613,243382,0.0051574535,0,NA
50,"Newsweek",0.2,0,3,19.46,0.083001861,251118,0.036448176,0,NA
51,"Newsweek",0.2,0,4,20.64,0.14187172,257160,0.060223687,0,NA
52,"Newsweek",0.2,0,5,21.15,0.16628069,274473,0.12537812,0,NA
53,"Newsweek",0.2,0,6,21.57,0.18594424,267949,0.10132189,1,235
54,"Newsweek",0.2,0,7,21.8,0.19655075,254112,0.048300343,1,235
55,"Newsweek",0.2,0,8,22.13,0.21157494,252832,0.043250465,1,235
56,"Newsweek",0.2,0,9,22.92,0.24665068,257368,0.061032195,1,236
57,"Newsweek",0.2,1,10,23.71,0.28053768,251761,0.039005453,1,236
58,"Newsweek",0.25,0,1,24.11,0.016729792,234011,-0.073112102,1,236
59,"Newsweek",0.25,0,2,24.37,0.027455968,227322,-0.10211271,1,237
60,"Newsweek",0.25,0,3,24.65,0.03888,225896,-0.10840551,1,237
61,"Newsweek",0.25,0,4,24.85,0.046960852,218997,-0.13942219,1,237
62,"Newsweek",0.25,0,5,25.08,0.056173816,217299,-0.14720594,1,238
63,"Newsweek",0.25,1,6,25.27,0.063721021,225468,-0.11030198,1,238
64,"Newsweek",0.3,1,1,25.58,0.012192875,226379,0.0040323438,1,238
65,"Newsweek",0.35,0,1,25.94,0.013975383,237203,0.046705729,1,239
66,"Newsweek",0.35,1,2,26.54,0.036842233,243599,0.073312845,1,239
67,"Newsweek",0.4,1,1,27.4,0.031889984,248814,0.021182199,1,239
68,"Newsweek",0.5,0,1,28.45,0.037605147,246664,-0.0086785427,1,240
69,"Newsweek",0.5,0,2,29.74,0.081949928,232825,-0.066418531,1,240
70,"Newsweek",0.5,0,3,31.08,0.12602151,234103,-0.06094444,1,240
71,"Newsweek",0.5,0,4,32.43,0.16854091,246398,-0.0097575146,1,241
72,"Newsweek",0.5,0,5,33.38,0.1974139,255773,0.027584703,1,241
73,"Newsweek",0.5,0,6,34.58,0.23273247,270173,0.082356865,1,241
74,"Newsweek",0.5,1,7,38.15,0.33098274,269481,0.079792258,1,242
75,"Newsweek",0.75,0,1,42.24,0.10184188,256683,-0.048656026,1,242
76,"Newsweek",0.75,1,2,44.5,0.15396343,266460,-0.011273748,1,242
77,"Newsweek",1,0,1,47.36,0.062288801,243387,-0.090571369,1,243
78,"Newsweek",1,1,2,50.6,0.12846239,251526,-0.057677775,1,243
79,"Newsweek",1.25,0,1,54.9,0.081561772,225692,-0.10837513,1,243
80,"Newsweek",1.25,NA,2,NA,NA,NA,NA,0,NA
49,"Parents'",0.25,1,1,19.32,0.0093604428,243382,0.0025795212,0,NA
50,"Parents'",0.25,0,2,19.46,0.016580691,251118,0.033870244,0,NA
51,"Parents'",0.25,1,3,20.64,0.075450555,257160,0.057645755,0,NA
52,"Parents'",0.35,0,1,21.15,0.024408965,274473,0.065154436,0,NA
53,"Parents'",0.35,0,2,21.57,0.04407252,267949,0.041098205,1,244
54,"Parents'",0.35,0,3,21.8,0.054679029,254112,-0.011923345,1,244
55,"Parents'",0.35,0,4,22.13,0.069703213,252832,-0.016973223,1,244
56,"Parents'",0.35,0,5,22.92,0.10477895,257368,0.00080850804,1,245
57,"Parents'",0.35,0,6,23.71,0.13866596,251761,-0.021218234,1,245
58,"Parents'",0.35,1,7,24.11,0.15539575,234011,-0.094330336,1,245
59,"Parents'",0.4,0,1,24.37,0.010726175,227322,-0.029000608,1,246
60,"Parents'",0.4,0,2,24.65,0.022150208,225896,-0.035293406,1,246
61,"Parents'",0.4,1,3,24.85,0.03023106,218997,-0.066310092,1,246
62,"Parents'",0.5,0,1,25.08,0.0092129632,217299,-0.0077837458,1,247
63,"Parents'",0.5,0,2,25.27,0.016760169,225468,0.029120211,1,247
64,"Parents'",0.5,0,3,25.58,0.028953044,226379,0.033152555,1,247
65,"Parents'",0.5,0,4,25.94,0.042928426,237203,0.079858284,1,248
66,"Parents'",0.5,0,5,26.54,0.065795276,243599,0.1064654,1,248
67,"Parents'",0.5,0,6,27.4,0.097685261,248814,0.1276476,1,248
68,"Parents'",0.5,0,7,28.45,0.13529041,246664,0.11896906,1,249
69,"Parents'",0.5,0,8,29.74,0.17963519,232825,0.061229067,1,249
70,"Parents'",0.5,1,9,31.08,0.22370677,234103,0.066703158,1,249
71,"Parents'",0.6,0,1,32.43,0.042519395,246398,0.051186925,1,250
72,"Parents'",0.6,0,2,33.38,0.071392393,255773,0.088529143,1,250
73,"Parents'",0.6,0,3,34.58,0.10671095,270173,0.14330131,1,250
74,"Parents'",0.6,1,4,38.15,0.20496123,269481,0.1407367,1,251
75,"Parents'",0.75,0,1,42.24,0.10184188,256683,-0.048656026,1,251
76,"Parents'",0.75,1,2,44.5,0.15396343,266460,-0.011273748,1,251
77,"Parents'",1,0,1,47.36,0.062288801,243387,-0.090571369,1,252
78,"Parents'",1,0,2,50.6,0.12846239,251526,-0.057677775,1,252
79,"Parents'",1,1,3,54.9,0.21002416,225692,-0.1660529,1,252
80,"Parents'",1.25,NA,1,NA,NA,NA,NA,0,NA
49,"Popular Mechanics",0.35,1,1,19.32,0.0093604428,243382,0.0025795212,0,NA
50,"Popular Mechanics",0.35,0,2,19.46,0.016580691,251118,0.033870244,0,NA
51,"Popular Mechanics",0.35,0,3,20.64,0.075450555,257160,0.057645755,0,NA
52,"Popular Mechanics",0.35,0,4,21.15,0.099859519,274473,0.12280019,0,NA
53,"Popular Mechanics",0.35,0,5,21.57,0.11952307,267949,0.09874396,1,253
54,"Popular Mechanics",0.35,0,6,21.8,0.13012958,254112,0.04572241,1,253
55,"Popular Mechanics",0.35,0,7,22.13,0.14515377,252832,0.040672532,1,253
56,"Popular Mechanics",0.35,0,8,22.92,0.18022951,257368,0.058454263,1,254
57,"Popular Mechanics",0.35,0,9,23.71,0.21411651,251761,0.036427521,1,254
58,"Popular Mechanics",0.35,0,10,24.11,0.23084631,234011,-0.036684581,1,254
59,"Popular Mechanics",0.35,0,11,24.37,0.24157248,227322,-0.06568519,1,255
60,"Popular Mechanics",0.35,0,12,24.65,0.25299651,225896,-0.071977988,1,255
61,"Popular Mechanics",0.35,0,13,24.85,0.26107737,218997,-0.10299467,1,255
62,"Popular Mechanics",0.35,0,14,25.08,0.27029033,217299,-0.11077842,1,256
63,"Popular Mechanics",0.35,0,15,25.27,0.27783754,225468,-0.073874462,1,256
64,"Popular Mechanics",0.35,0,16,25.58,0.29003041,226379,-0.069842118,1,256
65,"Popular Mechanics",0.35,0,17,25.94,0.30400579,237203,-0.02313639,1,257
66,"Popular Mechanics",0.35,0,18,26.54,0.32687264,243599,0.0034707265,1,257
67,"Popular Mechanics",0.35,0,19,27.4,0.35876263,248814,0.024652925,1,257
68,"Popular Mechanics",0.35,1,20,28.45,0.39636777,246664,0.015974382,1,258
69,"Popular Mechanics",0.5,0,1,29.74,0.04434478,232825,-0.057739988,1,258
70,"Popular Mechanics",0.5,0,2,31.08,0.088416365,234103,-0.052265897,1,258
71,"Popular Mechanics",0.5,0,3,32.43,0.13093576,246398,-0.0010789719,1,259
